Description,ReleaseVersion,OperationStatus,EventTimestamp,LogicalLink,DiagnosticAddress,DiagNodeStatus,DTC_Integer,DisplayTroubleCode,DTC_TextTI,DTC_Text,DTC_Level,DtcStatusByte,MaskReason,AfterSalesText,OccurCount,DTCPrior,CentrAgingCount,KmMilea,TimeStamp,SnapshotCount
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_SeatAdjusPasseSideUDS,0006,Success,1507460,U112100,U112100,_RadioFunctions_01_missing_message,6,40,,TBD,1,6,18,7053,2026-08-23T14:30:17,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_SeatAdjusPasseSideUDS,0006,Success,1509901,U112100,U112100,ORU_01_missing_message,6,32,,TBD,,,,,,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_SteerColumElectUDS,0016,Success,225537,U112300,U112300,DIMMING_MESSAGE_INIT,4,38,,TBD,73,4,40,583,0069e2ceb8,1
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_TelemCommuUnitUDS,0075,Success,395568,U303600,U303600,SOK_timeserver_not_available,3,40,,TBD,0,3,,,,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_TelemCommuUnitUDS,0075,Success,395570,U303400,U303400,SOK_signature_creation_failed,3,40,,TBD,0,3,,,,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_TelemCommuUnitUDS,0075,Success,1384448,U174E00,U174E00,Car2X_certificates_init_failed,3,40,,TBD,0,3,,,,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_TelemCommuUnitUDS,0075,Success,1384449,U153F00,U153F00,Car2X_certificates_update_failed,3,40,,TBD,0,3,,,,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_TelemCommuUnitUDS,0075,Success,403760,U303600,U303600,SOK_timeserver_not_available_v2x,3,40,,TBD,0,3,,,,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_TelemCommuUnitUDS,0075,Success,403761,U303500,U303500,SOK_signature_verification_failed_v2x,1,40,,TBD,0,1,,,,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_TelemCommuUnitUDS,0075,Success,403763,U303400,U303400,SOK_key_not_available_v2x,3,40,,TBD,0,3,,,,0
"dm4e_ver:1.10.0, vehicle_sw_ver:ID.SW6.0, pdx_ver:VWE41_2026-02-05_0_116_dr",4.0.1,Completed,2026-08-24T21:00:59.460Z,LL_TelemCommuUnitUDS,0075,Success,401920,U146700,U146700,SOME_IP_service_interface_not_available,6,104,,TBD,0,6,,,,0
